RID,Education_Level,Institution_Type,Attack_Date,Sex,Age,Device,IT_Student,Location,Internet_Type,Network_Type,Attack_Found,Url,label
172.217.10.42-10.42.0.211-443-54248-6,School,Private,10/16/2021,Male,11,Mobile,No,Town,Mobile Data,3G,0,https://www.proofpoint.com/us/threat-insight/post/leviathan-espionage-actor-spearphishes-maritime-and-defense-targets,0
172.217.3.97-10.42.0.42-443-50689-6,University,Public,07-01-21,Male,27,Mobile,Yes,Town,Wifi,4G,1,https://www.washingtonpost.com/world/national-security/russian-military-was-behind-notpetya-cyberattack-in-ukraine-cia-concludes/2018/01/12/048d8506-f7ca-11e7-b34a-b85626af34ef_story.html?outputType=tracking&pwa=off&referrer=%24%7BdocumentReferrer%7D&tre??,1
202.77.129.150-10.42.0.211-80-35469-6,School,Private,10/20/2021,Female,11,Mobile,No,Town,Mobile Data,3G,1,https://blog.lookout.com/mobile-threat-jaderat,1
10.42.0.1-10.42.0.42-53-3474-17,University,Private,10-12-21,Male,23,Mobile,Yes,Town,Mobile Data,3G,0,https://www.secureworks.com/research/bronze-butler-targets-japanese-businesses,0
172.217.3.104-10.42.0.42-443-52092-6,College,Private,11/27/2021,Female,18,Mobile,No,Town,Wifi,4G,0,https://www.justice.gov/opa/pr/us-charges-three-chinese-hackers-who-work-internet-security-firm-hacking-three-corporations,0
10.42.0.151-31.13.80.52-57082-443-6,School,Private,04-04-21,Male,9,Mobile,No,Town,Mobile Data,4G,0,https://www.pwc.co.uk/cyber-security/pdf/cloud-hopper-report-final-v4.pdf,0
174.35.73.77-10.42.0.211-80-50428-6,College,Public,10-10-21,Male,18,Mobile,No,Town,Wifi,4G,1,https://www.nytimes.com/2017/10/10/technology/kaspersky-lab-israel-russia-hacking.html?_r=0,1
172.217.12.174-10.42.0.151-443-34277-6,School,Private,12-07-21,Female,9,Mobile,No,Town,Wifi,4G,1,https://www.fireeye.com/blog/threat-research/2017/12/targeted-attack-in-middle-east-by-apt34.html,1
10.42.0.211-77.234.44.199-54351-80-6,College,Public,1/23/2021,Female,18,Mobile,No,Town,Wifi,4G,1,https://www.cyberscoop.com/greenbug-symantec-iran-hacking-pakistan/,1
10.42.0.211-115.239.210.141-51354-443-6,University,Public,9/28/2021,Female,18,Mobile,No,Town,Wifi,4G,1,https://researchcenter.paloaltonetworks.com/2017/09/unit42-threat-actors-target-government-belarus-using-cmstar-trojan/,1
10.42.0.211-10.42.0.1-16702-53-17,College,Private,07-05-21,Female,18,Mobile,No,Town,Wifi,4G,1,https://citizenlab.ca/2017/07/insider-information-an-intrusion-campaign-targeting-chinese-language-news-sites/,1
220.181.7.190-10.42.0.211-443-39236-6,University,Private,6/25/2021,Male,23,Mobile,No,Town,Mobile Data,4G,0,https://www.theguardian.com/politics/2017/jun/24/cyber-attack-parliament-email-access,0
183.79.253.231-10.42.0.211-443-50052-6,School,Private,7/25/2021,Male,11,Mobile,Yes,Town,Mobile Data,4G,1,http://www.clearskysec.com/wp-content/uploads/2017/07/Operation_Wilted_Tulip.pdf,1
172.217.12.163-10.42.0.211-443-33652-6,University,Private,1/31/2021,Male,23,Mobile,No,Town,Wifi,4G,0,https://www.nytimes.com/2017/01/31/world/europe/czech-government-suspects-foreign-power-in-hacking-of-its-email.html?_r=1,0
172.217.3.106-10.42.0.42-443-50929-6,School,Public,11-07-21,Male,11,Mobile,No,Town,Mobile Data,4G,0,https://www.symantec.com/connect/blogs/sowbug-cyber-espionage-group-targets-south-american-and-southeast-asian-governments,0
183.79.17.108-10.42.0.151-443-60432-6,School,Private,10-10-21,Female,11,Mobile,No,Town,Mobile Data,3G,0,https://www.fireeye.com/blog/threat-research/2017/10/north-korean-actors-spear-phish-us-electric-companies.html,0
10.42.0.211-23.194.142.7-36995-443-6,School,Private,7/16/2021,Female,10,Mobile,No,Town,Mobile Data,2G,1,https://www.washingtonpost.com/world/national-security/uae-hacked-qatari-government-sites-sparking-regional-upheaval-according-to-us-intelligence-officials/2017/07/16/00c46e54-698f-11e7-8eb5-cbccc2e7bfbf_story.html?utm_term=.1fed4b000ad2,1
172.217.6.196-10.42.0.42-443-52766-6,School,Private,02-04-21,Male,11,Mobile,No,Town,Mobile Data,4G,0,http://www.ibtimes.co.uk/norway-blames-russia-linked-hackers-cyberattack-targeting-spy-agency-ministries-1604809,0
180.149.136.194-10.42.0.211-80-37465-6,University,Private,2/16/2021,Female,18,Mobile,Yes,Town,Mobile Data,3G,1,https://securelist.com/blog/incidents/77562/breaking-the-weakest-link-of-the-strongest-chain/,1
10.42.0.211-23.21.95.195-45473-443-6,University,Public,6/19/2021,Female,23,Mobile,No,Rural,Mobile Data,2G,0,https://citizenlab.ca/2017/06/reckless-exploit-mexico-nso/,0
219.142.78.162-10.42.0.211-80-57083-6,University,Private,9/30/2021,Male,23,Mobile,No,Rural,Mobile Data,4G,1,https://www.washingtonpost.com/world/national-security/trump-signed-presidential-directive-ordering-actions-to-pressure-north-korea/2017/09/30/97c6722a-a620-11e7-b14f-f41773cd5a14_story.html,1
157.240.18.35-10.42.0.211-443-45094-6,School,Private,2/17/2021,Male,11,Mobile,No,Town,Mobile Data,3G,0,http://www.gov.me/en/News/169508/Web-portal-of-Government-of-Montenegro-and-several-other-web-sites-were-under-enhanced-cyberattacks.html,0
203.205.158.66-10.42.0.151-80-55438-6,University,Public,2/28/2021,Male,27,Mobile,No,Rural,Mobile Data,4G,1,https://www.mindef.gov.sg/imindef/press_room/details.html?name=28feb17_nr&date=2017-02-28,1
198.11.188.75-10.42.0.151-443-38415-6,College,Public,03-04-21,Female,18,Mobile,No,Rural,Mobile Data,4G,1,https://www.nytimes.com/2017/03/04/world/asia/north-korea-missile-program-sabotage.html,1
216.58.217.99-10.42.0.42-443-60673-6,University,Private,3/30/2021,Female,23,Mobile,Yes,Town,Wifi,4G,0,https://www.nytimes.com/2017/03/30/us/politics/marco-rubio-russian-cyberattacks.html,0
162.208.22.39-10.42.0.211-443-37016-6,University,Private,04-10-21,Male,23,Computer,Yes,Town,Wifi,4G,1,https://www.symantec.com/connect/blogs/longhorn-tools-used-cyberespionage-group-linked-vault-7,1
10.42.0.151-10.42.0.1-6031-53-17,University,Private,06-06-21,Male,23,Mobile,No,Rural,Mobile Data,4G,0,https://www.cyberscoop.com/apt28-targeted-montenegros-government-joined-nato-researchers-say/,0
10.42.0.151-10.42.0.1-25467-53-17,College,Public,4/23/2021,Male,23,Mobile,Yes,Rural,Mobile Data,4G,0,https://translate.google.com/translate?hl=en&sl=da&tl=en&u=https%3A//fe-ddis.dk/cfcs/nyheder/arkiv/2017/Pages/Udenlandskaktoerspionerermoddanskemyndigheder.aspx,0
180.149.136.194-10.42.0.211-443-49673-6,University,Private,4/26/2021,Male,23,Mobile,Yes,Town,Mobile Data,3G,1,https://motherboard.vice.com/en_us/article/evidence-linking-russian-hackers-fancy-bear-to-macron-phishing,1
10.42.0.151-63.250.200.63-45857-443-6,School,Private,2/15/2021,Male,11,Mobile,No,Town,Wifi,4G,1,http://researchcenter.paloaltonetworks.com/2017/02/unit42-magic-hound-campaign-attacks-saudi-targets/,1
10.42.0.42-47.89.69.217-54360-443-6,School,Private,8/30/2021,Male,11,Mobile,No,Town,Wifi,4G,0,https://securelist.com/introducing-whitebear/81638/,0
169.45.248.122-10.42.0.151-5222-56368-6,School,Private,02-10-21,Male,11,Mobile,No,Town,Mobile Data,4G,1,https://www.theguardian.com/world/2017/feb/10/russia-suspected-over-hacking-attack-on-italian-foreign-ministry,1
10.42.0.211-72.247.70.190-47957-80-6,School,Private,2/17/2021,Male,11,Mobile,No,Town,Mobile Data,4G,0,https://cyberx-labs.com/en/blog/operation-bugdrop-cyberx-discovers-large-scale-cyber-reconnaissance-operation/,0
10.42.0.211-104.97.95.172-34742-80-6,School,Private,6/30/2021,Male,11,Mobile,No,Town,Wifi,4G,1,https://www.reuters.com/article/us-usa-cyber-energy/u-s-warns-businesses-of-hacking-campaign-against-nuclear-energy-firms-idUSKBN19L2Z9,1
192.229.163.180-10.42.0.151-443-58360-6,School,Private,6/26/2021,Female,9,Mobile,No,Town,Mobile Data,4G,0,https://www.secureworks.com/research/threat-group-4127-targets-google-accounts,0
10.42.0.211-59.38.112.48-33938-443-6,University,Public,02-01-21,Female,23,Mobile,No,Town,Mobile Data,4G,1,https://www.operationblockbuster.com/wp-content/uploads/2016/02/Operation-Blockbuster-Report.pdf,1
172.217.12.170-10.42.0.151-443-37256-6,School,Public,12-01-21,Female,9,Mobile,No,Town,Mobile Data,4G,0,https://www.bloomberg.com/news/articles/2016-12-01/destructive-hacks-strike-saudi-arabia-posing-challenge-to-trump,0
10.42.0.151-23.44.160.219-49986-443-6,School,Private,5/26/2021,Male,11,Mobile,No,Town,Mobile Data,4G,0,https://www.symantec.com/connect/blogs/swift-attackers-malware-linked-more-financial-attacks,0
172.217.11.10-10.42.0.151-443-48688-6,University,Private,12-06-21,Male,23,Tab,No,Town,Wifi,4G,0,http://english.yonhapnews.co.kr/news/2016/12/05/0200000000AEN20161205010451315.html,0
180.163.255.159-10.42.0.211-80-47957-6,College,Public,3/19/2021,Female,18,Mobile,No,Rural,Mobile Data,4G,0,https://web.archive.org/web/20161224075821/https://polisen.se/Aktuellt/Nyheter/2016/Jan-Mars/Mars/Inledd-forundersokning-med-anledning-av-it-attacker/,0
10.42.0.211-64.71.142.110-45255-443-6,School,Private,12/13/2021,Male,11,Mobile,No,Town,Mobile Data,4G,0,http://www.welivesecurity.com/2016/12/13/rise-telebots-analyzing-disruptive-killdisk-attacks/,0
203.205.191.23-10.42.0.42-80-52340-6,School,Private,5/29/2021,Male,11,Mobile,No,Town,Wifi,4G,1,https://citizenlab.ca/2016/05/stealth-falcon/,1
10.42.0.211-23.194.141.191-48920-443-6,University,Private,6/14/2021,Male,23,Computer,No,Town,Wifi,4G,1,https://www.washingtonpost.com/world/national-security/russian-government-hackers-penetrated-dnc-stole-opposition-research-on-trump/2016/06/14/cf006cb4-316e-11e6-8ff7-7b6c1998b7a0_story.html,1
10.42.0.211-23.21.95.195-52107-443-6,University,Private,01-05-21,Male,23,Mobile,Yes,Town,Mobile Data,3G,0,https://researchcenter.paloaltonetworks.com/2016/05/the-oilrig-campaign-attacks-on-saudi-arabian-organizations-deliver-helminth-backdoor/,0
10.42.0.211-74.6.105.13-58634-443-6,School,Private,2/28/2021,Male,9,Mobile,No,Town,Wifi,4G,0,http://www.npr.org/templates/transcript/transcript.php?storyId=468446138,0
172.217.11.10-10.42.0.211-443-50655-6,School,Private,12/20/2021,Female,9,Mobile,No,Town,Mobile Data,4G,0,http://www.reuters.com/article/us-ukraine-crisis-cyber-attacks-idUSKBN1491ZF,0
10.42.0.211-104.118.222.110-51153-443-6,University,Public,9/13/2021,Male,23,Mobile,No,Rural,Mobile Data,4G,1,https://www.wada-ama.org/en/media/news/2016-09/wada-confirms-attack-by-russian-cyber-espionage-group,1
172.217.11.3-10.42.0.42-443-54319-6,School,Private,10/18/2021,Female,18,Computer,No,Town,Wifi,4G,1,https://blog.cylance.com/digitally-signed-malware-targeting-gaming-companies,1
172.217.10.234-10.42.0.151-443-42653-6,College,Public,1/23/2021,Male,18,Tab,Yes,Town,Wifi,4G,1,https://www.zdnet.com/article/finfisher-spyware-linked-to-indonesian-government-found-in-sydney-report/,1
10.42.0.211-104.192.108.27-42060-80-6,School,Private,9/22/2021,Male,11,Mobile,No,Town,Mobile Data,3G,1,https://investor.yahoo.net/releasedetail.cfm?releaseid=990570,1
192.229.173.173-10.42.0.211-80-37045-6,University,Private,11-09-21,Male,23,Tab,No,Town,Wifi,4G,1,https://www.volexity.com/blog/2016/11/09/powerduke-post-election-spear-phishing-campaigns-targeting-think-tanks-and-ngos/,1
202.77.129.146-10.42.0.211-80-59104-6,University,Public,4/13/2021,Male,23,Mobile,Yes,Town,Mobile Data,3G,0,https://www.arbornetworks.com/blog/asert/four-element-sword-engagement/,0
172.217.12.129-10.42.0.211-443-52823-6,School,Private,05-02-21,Female,9,Mobile,No,Town,Mobile Data,4G,1,http://researchcenter.paloaltonetworks.com/2016/05/prince-of-persia-infy-malware-active-in-decade-of-targeted-attacks/,1
180.149.153.234-10.42.0.211-80-39432-6,College,Private,01-12-21,Female,18,Mobile,No,Rural,Wifi,4G,0,https://citizenlab.org/2015/10/targeted-attacks-ngo-burma/,0
10.42.0.211-31.13.80.8-42504-443-6,School,Private,12-02-21,Male,11,Mobile,No,Town,Mobile Data,3G,0,http://www.fsb.ru/fsb/press/message/single.htm%21id%3D10438041%40fsbMessage.html,0
10.42.0.151-52.84.142.16-47647-443-6,School,Private,5/20/2021,Male,11,Mobile,No,Town,Wifi,4G,0,https://ti.360.com/upload/report/file/Operation_OnionDog-20160520-.pdf,0
172.217.12.174-10.42.0.42-443-33226-6,College,Private,6/15/2021,Female,18,Mobile,No,Town,Wifi,4G,1,https://foxitsecurity.files.wordpress.com/2016/06/fox-it_mofang_threatreport_tlp-white.pdf,1
203.205.158.61-10.42.0.42-80-46305-6,School,Private,5/23/2021,Female,11,Mobile,No,Town,Mobile Data,3G,0,https://www.govcert.admin.ch/blog/22/technical-report-about-the-ruag-espionage-case,0
172.217.10.238-10.42.0.151-443-59677-6,University,Private,07-07-21,Male,23,Tab,No,Town,Wifi,4G,1,https://ti.360.com/upload/report/file/mryxdgkb20160707en.pdf,1
220.181.7.190-10.42.0.42-443-47489-6,University,Public,12/14/2021,Female,23,Mobile,No,Town,Wifi,4G,0,https://investor.yahoo.net/releasedetail.cfm?ReleaseID=1004285,0
10.42.0.151-104.208.28.54-39698-443-6,College,Private,07-08-21,Female,18,Mobile,No,Town,Wifi,4G,1,https://securelist.com/analysis/publications/75533/faq-the-projectsauron-apt/,1
203.205.179.170-10.42.0.151-80-48221-6,School,Private,07-12-21,Female,11,Mobile,No,Town,Mobile Data,3G,0,https://www.f-secure.com/documents/996508/1030745/nanhaishu_whitepaper.pdf,0
172.217.10.78-10.42.0.42-443-55471-6,School,Private,7/21/2021,Male,11,Mobile,No,Town,Mobile Data,3G,1,https://ti.360.com/upload/report/file/rmsxden20160721.pdf,1
10.42.0.211-98.139.199.204-55824-443-6,University,Private,08-01-21,Male,23,Mobile,No,Town,Mobile Data,4G,1,http://english.yonhapnews.co.kr/news/2016/08/01/0200000000AEN20160801001152315.html,1
10.42.0.211-10.42.0.1-57180-53-17,School,Private,12/22/2021,Female,9,Mobile,No,Town,Mobile Data,4G,0,https://www.crowdstrike.com/wp-content/brochures/FancyBearTracksUkrainianArtillery.pdf,0
202.77.129.150-10.42.0.211-443-39231-6,School,Private,12/16/2021,Female,11,Mobile,No,Town,Mobile Data,3G,1,https://www.fireeye.com/blog/threat-research/2015/12/the_eps_awakens.html,1
10.42.0.211-23.194.141.179-48936-443-6,College,Private,08-02-21,Female,18,Mobile,No,Rural,Mobile Data,3G,0,http://www.reuters.com/article/us-kazakhstan-cyber-idUSKCN10D1N2,0
169.45.214.251-10.42.0.42-443-52539-6,University,Public,5/29/2021,Male,23,Mobile,Yes,Rural,Mobile Data,3G,0,http://www.dw.com/en/data-stolen-during-hack-attack-on-german-parliament-berlin-says/a-18486900,0
172.217.10.132-10.42.0.211-443-36516-6,School,Private,12/23/2021,Female,9,Mobile,No,Town,Mobile Data,4G,1,https://ics.sans.org/blog/2016/01/09/confirmation-of-a-coordinated-attack-on-the-ukrainian-power-grid,1
10.42.0.211-64.71.142.96-59470-80-6,School,Public,04-12-21,Male,11,Mobile,No,Town,Wifi,4G,1,https://www2.fireeye.com/rs/fireye/images/rpt-apt30.pdf,1
216.58.219.196-10.42.0.42-443-45549-6,University,Private,02-06-21,Male,23,Mobile,No,Rural,Mobile Data,4G,0,http://money.cnn.com/2015/02/04/technology/anthem-insurance-hack-data-security/,0
10.42.0.151-10.42.0.1-41896-53-17,College,Public,5/31/2021,Female,23,Mobile,No,Rural,Mobile Data,3G,1,https://ti.360.com/upload/report/file/OceanLotus_Report-en-6.2.2.pdf,1
180.76.145.14-10.42.0.211-80-45075-6,School,Private,06-01-21,Female,11,Mobile,No,Town,Mobile Data,3G,0,https://www.crowdstrike.com/blog/rhetoric-foreshadows-cyber-activity-in-the-south-china-sea/,0
10.42.0.211-10.42.0.1-31292-53-17,University,Public,4/28/2021,Male,23,Mobile,Yes,Town,Wifi,3G,1,https://www.securityweek.com/gamaredon-group-uses-custom-malware-ukraine-attacks,1
172.217.6.206-10.42.0.151-443-44913-6,University,Private,06-10-21,Female,23,Mobile,No,Town,Wifi,4G,0,https://securelist.com/blog/research/70504/the-mystery-of-duqu-2-0-a-sophisticated-cyberespionage-actor-returns/,0
172.217.12.130-10.42.0.211-443-49161-6,University,Private,12-07-21,Female,23,Mobile,Yes,Rural,Mobile Data,3G,1,https://www.symantec.com/blogs/threat-intelligence/chafer-latest-attacks-reveal-heightened-ambitions,1
10.42.0.151-10.42.0.1-25685-53-17,College,Private,6/23/2021,Female,18,Mobile,No,Town,Wifi,4G,0,https://www.fireeye.com/blog/threat-research/2015/06/operation-clandestine-wolf-adobe-flash-zero-day.html,0
10.42.0.151-104.193.88.109-56822-80-6,University,Private,08-05-21,Male,23,Mobile,Yes,Town,Wifi,4G,0,https://www.secureworks.com/research/threat-group-3390-targets-organizations-for-cyberespionage,0
10.42.0.211-10.42.0.1-33470-53-17,University,Private,04-09-21,Male,23,Mobile,No,Town,Mobile Data,4G,0,https://www.theguardian.com/world/2015/apr/09/french-tv-network-tv5monde-hijacked-by-pro-isis-hackers,0
10.42.0.151-31.13.71.36-59758-443-6,College,Public,11/24/2021,Male,18,Mobile,No,Town,Wifi,4G,0,https://researchcenter.paloaltonetworks.com/2015/11/attack-campaign-on-the-government-of-thailand-delivers-bookworm-trojan/,0
10.42.0.211-10.42.0.1-11920-53-17,School,Private,10/16/2021,Male,11,Mobile,No,Town,Mobile Data,4G,0,https://www.theverge.com/2015/10/16/9549151/uganda-finfisher-surveillance-spyware-privacy-international,0
222.73.28.96-10.42.0.151-80-55805-6,University,Public,5/14/2021,Female,27,Mobile,No,Rural,Mobile Data,4G,1,https://www2.fireeye.com/rs/fireye/images/APT17_Report.pdf,1
182.22.25.252-10.42.0.211-443-38737-6,School,Private,11-09-21,Female,9,Mobile,No,Town,Mobile Data,4G,1,http://blog.checkpoint.com/wp-content/uploads/2015/11/rocket-kitten-report.pdf,1
203.205.191.25-10.42.0.151-80-54167-6,College,Public,12-01-21,Female,23,Mobile,Yes,Town,Mobile Data,4G,0,http://www.abc.net.au/news/2015-12-02/china-blamed-for-cyber-attack-on-bureau-of-meteorology/6993278,0
182.254.5.234-10.42.0.211-80-44879-6,School,Private,06-01-21,Female,11,Mobile,No,Town,Mobile Data,4G,0,http://www.reuters.com/article/us-japan-pensions-attacks-idUSKBN0OH1OP20150601,0
10.42.0.211-104.79.152.104-44335-443-6,School,Public,2/16/2021,Male,18,Mobile,No,Town,Wifi,4G,0,https://securelist.com/blog/research/68750/equation-the-death-star-of-malware-galaxy/,0
10.42.0.42-66.231.239.96-34357-443-6,University,Private,06-04-21,Female,23,Computer,Yes,Town,Wifi,3G,1,http://www.defense.gov/News/Transcripts/Transcript-View/Article/607043,1
203.205.158.60-10.42.0.42-80-58920-6,University,Private,07-10-21,Male,23,Mobile,Yes,Rural,Mobile Data,3G,1,http://www.nytimes.com/2014/07/10/world/asia/chinese-hackers-pursue-key-data-on-us-workers.html?_r=0,1
10.42.0.211-10.42.0.1-55696-53-17,University,Public,4/15/2021,Female,27,Mobile,No,Town,Mobile Data,4G,1,https://securelist.com/analysis/publications/69567/the-chronicles-of-the-hellsing-apt-the-empire-strikes-back/,1
10.42.0.211-10.42.0.1-22043-53-17,School,Private,7/28/2021,Male,10,Mobile,No,Town,Wifi,4G,1,http://www.cnn.com/2015/07/28/politics/pentagon-takes-computer-system-offline/,1
10.42.0.42-108.174.11.1-52108-80-6,School,Private,7/29/2021,Male,11,Mobile,No,Town,Mobile Data,3G,1,https://web.archive.org/web/20170112223302/https://www.bloomberg.com/news/articles/2015-07-29/china-tied-hackers-that-hit-u-s-said-to-breach-united-airlines,1
10.42.0.211-10.42.0.1-4023-53-17,School,Private,3/13/2021,Male,11,Mobile,No,Town,Mobile Data,4G,0,https://web.archive.org/web/20150319104801/http://www.sbu.gov.ua/sbu/control/en/publish/article?art_id=138949&cat_id=35317,0
10.42.0.211-123.125.29.220-56056-80-6,School,Private,10-05-21,Female,9,Mobile,No,Town,Mobile Data,4G,1,http://www.koreaherald.com/view.php?ud=20151005001125,1
10.42.0.211-10.42.0.1-54296-53-17,University,Public,3/27/2021,Female,27,Mobile,No,Rural,Mobile Data,4G,0,http://arstechnica.com/security/2015/04/ddos-attacks-that-crippled-github-linked-to-great-firewall-of-china/,0
8.0.6.4-8.6.0.1-0-0-0,College,Private,10/16/2021,Female,18,Mobile,No,Town,Wifi,4G,0,https://web.archive.org/web/20151031022526/https://threatconnect.com/china-hacks-the-peace-palace-all-your-eezs-are-belong-to-us/,0
10.42.0.151-10.42.0.1-61659-53-17,University,Private,04-07-21,Male,23,Computer,No,Town,Wifi,4G,0,http://www.usatoday.com/story/news/2015/04/07/cnn-reports-white-house-hacked/25432021/,0
10.42.0.42-31.13.71.37-33718-443-6,School,Private,10/20/2021,Male,11,Mobile,No,Town,Mobile Data,4G,1,http://www.upi.com/Top_News/World-News/2015/10/20/Spy-agency-North-Korea-hackers-stole-sensitive-South-Korean-data/9041445353950/,1
172.217.6.226-10.42.0.151-443-44325-6,College,Public,8/20/2021,Male,18,Mobile,Yes,Rural,Wifi,4G,0,https://web.archive.org/web/20160303010953/http://www.kaspersky.com/about/news/virus/2015/Blue-Termite-A-Sophisticated-Cyber-Espionage-Campaign-is-After-High-Profile-Japanese-Targets,0
10.42.0.42-23.199.25.36-50542-80-6,College,Public,10/22/2021,Male,18,Mobile,Yes,Town,Mobile Data,4G,1,http://blog.trendmicro.com/trendlabs-security-intelligence/pawn-storm-targets-mh17-investigation-team/,1
10.42.0.211-123.125.29.220-60523-80-6,School,Private,5/21/2021,Female,11,Mobile,No,Town,Mobile Data,3G,0,http://en.farsnews.com/newstext.aspx?nn=13940231000544,0
10.42.0.211-69.147.82.61-34477-443-6,School,Private,11/24/2021,Female,10,Mobile,No,Town,Mobile Data,3G,1,http://www.wsj.com/articles/u-s-detects-flurry-of-iranian-hacking-1446684754,1
192.229.173.173-10.42.0.151-443-35041-6,School,Private,7/28/2021,Male,11,Mobile,No,Town,Mobile Data,4G,0,http://researchcenter.paloaltonetworks.com/2015/06/operation-lotus-blossom/,0
10.42.0.1-10.42.0.42-53-48093-17,School,Private,09-08-21,Male,11,Mobile,No,Town,Mobile Data,3G,1,https://www.reuters.com/article/us-community-health-cybersecurity/community-health-says-data-stolen-in-cyber-attack-from-china-idUSKBN0GI16N20140818,1
172.217.10.238-10.42.0.151-443-55667-6,School,Private,7/31/2021,Female,10,Mobile,No,Town,Mobile Data,3G,1,https://cdn.securelist.com/files/2014/07/EB-YetiJuly2014-Public.pdf,1
10.42.0.211-123.125.29.220-57796-80-6,University,Private,09-10-21,Male,23,Computer,Yes,Town,Wifi,4G,0,https://web.archive.org/web/20140914215115/http://www.fireeye.com:80/blog/technical/targeted-attack/2014/09/the-path-to-mass-producing-cyber-attacks.html,0
10.42.0.42-119.146.74.49-60415-443-6,School,Private,9/17/2021,Male,11,Mobile,No,Town,Mobile Data,4G,1,https://www.armed-services.senate.gov/press-releases/sasc-investigation-finds-chinese-intrusions-into-key-defense-contractors,1
10.42.0.211-23.208.168.108-40203-443-6,University,Private,08-07-21,Male,23,Mobile,Yes,Town,Mobile Data,3G,0,https://securelist.com/analysis/publications/65545/the-epic-turla-operation/,0
10.42.0.211-10.42.0.1-10094-53-17,University,Private,09-10-21,Male,23,Computer,No,Town,Wifi,4G,0,https://web.archive.org/web/20140914215115/http://www.fireeye.com:80/blog/technical/targeted-attack/2014/09/the-path-to-mass-producing-cyber-attacks.html,0
10.42.0.211-10.42.0.1-64343-53-17,College,Public,12-03-21,Female,18,Mobile,No,Town,Mobile Data,3G,1,https://www.wired.com/2014/12/sony-hack-what-we-know/,1
10.42.0.42-119.146.74.34-51153-80-6,School,Private,9/24/2021,Female,11,Mobile,No,Town,Mobile Data,3G,1,http://www.novetta.com/wp-content/uploads/2014/11/Executive_Summary-Final_1.pdf,1
172.217.11.35-10.42.0.211-443-33112-6,College,Public,10/28/2021,Female,18,Mobile,No,Town,Wifi,3G,0,https://www2.fireeye.com/rs/fireye/images/rpt-apt28.pdf,0
10.42.0.42-115.239.210.141-52031-80-6,School,Private,11-03-21,Female,18,Mobile,No,Town,Wifi,4G,1,https://securelist.com/blog/research/67353/be2-custom-plugins-router-abuse-and-target-profiles/,1
239.255.255.250-10.42.0.151-1900-60044-17,School,Public,11-10-21,Male,18,Mobile,No,Town,Wifi,4G,0,https://securelist.com/files/2014/11/darkhotel_kl_07.11.pdf,0
152.163.56.2-10.42.0.211-443-48352-6,University,Private,5/28/2021,Male,23,Mobile,Yes,Town,Mobile Data,3G,1,http://go.crowdstrike.com/rs/281-OBQ-266/images/ReportGlobalThreatIntelligence.pdf,1
182.22.67.70-10.42.0.211-443-44720-6,University,Public,09-02-21,Female,18,Mobile,No,Town,Wifi,4G,0,https://www.secureworks.com/blog/where-you-at-indicators-of-lateral-movement-using-at-exe-on-windows-7-systems,0
10.42.0.211-10.42.0.1-46429-53-17,University,Private,12-02-21,Male,27,Mobile,Yes,Town,Wifi,3G,1,https://cdn2.hubspot.net/hubfs/270968/assets/Cleaver/Cylance_Operation_Cleaver_Report.pdf,1
203.205.158.34-10.42.0.211-80-42988-6,College,Public,12-09-21,Male,23,Mobile,Yes,Town,Mobile Data,4G,0,https://web.archive.org/web/20150502195833/http://www.sbu.gov.ua:80/sbu/control/en/publish/article?art_id=131264&cat_id=131098,0
10.42.0.211-10.42.0.1-37408-53-17,School,Public,12-10-21,Female,10,Mobile,No,Rural,Mobile Data,3G,0,https://securelist.com/blog/research/68083/cloud-atlas-redoctober-apt-is-back-in-style/,0
10.42.0.151-87.240.165.80-48501-80-6,School,Private,12-12-21,Female,11,Mobile,No,Rural,Mobile Data,3G,0,https://web.archive.org/web/20170518141232/https://www.bloomberg.com/news/articles/2014-12-11/nuke-remark-stirred-hack-on-sands-casinos-that-foreshadowed-sony,0
172.217.10.131-10.42.0.151-443-46990-17,University,Public,5/19/2021,Male,23,Mobile,Yes,Town,Mobile Data,3G,0,https://www.justice.gov/opa/pr/us-charges-five-chinese-military-hackers-cyber-espionage-against-us-corporations-and-labor,0
10.42.0.211-64.71.142.110-57908-443-6,School,Private,12/22/2021,Female,9,Mobile,No,Town,Mobile Data,4G,0,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/Securitysituation/IT-Security-Situation-in-Germany-2014.pdf?__blob=publicationFile&v=3,0
10.42.0.211-47.89.67.240-49207-443-6,University,Public,07-12-21,Female,27,Mobile,No,Town,Wifi,4G,1,http://www.cbc.ca/news/canada/british-columbia/su-bin-chinese-man-accused-by-fbi-of-hacking-in-custody-in-b-c-1.2705169,1
10.42.0.42-103.235.46.212-52714-443-6,School,Private,8/20/2021,Male,11,Mobile,No,Town,Wifi,4G,1,https://securelist.com/blog/research/66108/el-machete/,1
172.217.10.109-10.42.0.42-443-53363-17,University,Public,7/29/2021,Male,23,Mobile,No,Rural,Mobile Data,4G,0,https://web.archive.org/web/20140729142533/http://news.gc.ca/web/article-en.do?nid=871449,0
172.217.11.46-10.42.0.151-443-39820-6,School,Private,09-03-21,Male,11,Mobile,No,Town,Mobile Data,3G,0,https://www.fireeye.com/blog/threat-research/2014/09/darwins-favorite-apt-group-2.html,0
